,price,year,km,engine_size,horse_power
24578,410000,2014,99000,1592,170
24579,415000,2011,215000,1601,201
24580,52250,1993,1111,1581,83
24581,89750,2001,139000,1598,100
24582,92000,2014,188000,1248,95
24583,109900,2011,159000,1398,70
24584,124500,2010,210000,1364,90
24586,171900,2018,88000,1582,136
24587,175750,2016,83000,1422,90
24588,190950,2016,94000,1461,110
24589,199750,2012,196257,1598,105
24590,297500,2016,115000,1401,126
24591,35000,1995,250000,1581,80
24592,44000,2000,208000,1368,77
24593,48000,1999,40000,1397,72
24594,645000,2017,32000,1595,156
24595,94750,2004,198000,1598,100
24596,102250,2006,295000,1401,101
24597,110500,2011,257500,1461,105
24598,115000,2007,180000,1598,110
24599,123000,2012,155000,1560,93
24600,126000,2016,134000,1461,75
24601,155000,2017,40000,1248,84
24602,164750,2015,117000,1401,126
24603,165000,2016,141000,1499,120
24604,175000,2014,110000,1598,105
24605,187000,2016,163000,1598,136
24606,208500,2014,182000,1598,105
24607,247950,2015,110000,1560,115
24608,255000,2017,124000,1598,115
24609,262500,2020,3700,1498,150
24610,28000,1999,197000,1500,70
24611,335000,2014,136000,1598,170
24613,42000,1995,181000,1581,83
24614,49900,1998,90000,1298,69
24616,60000,2006,145000,1150,72
24618,72000,2000,346000,1781,150
24619,83000,2009,190000,1201,76
24620,83500,2005,238000,1584,98
24621,85000,2008,111000,1390,75
24622,94500,2010,220000,1401,101
24623,116000,2014,137500,1401,51
24624,120000,2008,251200,1598,115
24625,134750,2012,153000,1248,95
24626,158500,2015,104000,1598,125
24627,22000,1989,290000,1581,80
24628,25950,1994,287000,1372,71
24629,252000,2011,171000,1801,126
24630,255000,2017,48000,1401,126
24631,38500,1998,50000,1397,72
24632,56750,1989,250000,1596,100
24633,670000,2018,57900,1595,156
24634,84500,2006,293000,1201,76
24635,95000,2015,96000,1149,75
24636,107000,2014,140000,1248,85
24638,125000,2012,190000,1461,110
24639,133000,2008,297000,1390,125
24640,138500,2014,165000,1598,110
24641,179750,2016,81000,1596,125
24642,235000,2020,20500,1598,132
24644,33000,1994,185000,1581,80
24645,373000,2015,130000,1401,151
24646,408000,2018,25000,1461,116
24647,45000,1998,170000,1598,90
24648,56000,2005,220000,1242,81
24650,145900,2014,123000,1401,101
24651,152750,2012,148000,1201,76
24652,213900,2018,57000,1598,115
24653,24000,1989,98484,1581,80
24655,44500,1982,255000,2501,76
24656,51500,2003,269785,1242,80
24657,535000,2017,118000,1201,126
24658,64750,2001,380000,1596,100
24659,67000,2000,240000,1332,86
24660,82000,2005,270000,1598,115
24661,920000,2017,25000,1998,252
24662,126000,2016,134000,1461,75
24663,137500,2011,130000,1364,90
24664,148000,2015,158000,1461,90
24665,189000,2019,800,1398,90
24666,193500,2017,126000,1499,120
24667,255000,2017,124000,1598,115
24668,286990,2016,69350,1598,110
24669,305500,2014,255000,1462,109
24670,31000,1998,40000,1372,71
24671,435000,2018,63000,1995,190
24672,60000,1999,300000,1201,76
24673,83000,2009,190000,1201,76
24674,94500,2010,220000,1401,101
24675,102500,1994,390000,2497,113
24676,107000,2010,173000,1242,82
24677,115750,2011,72000,1401,101
24678,116000,2016,139000,1401,51
24679,121750,2009,213500,1595,125
24680,138500,2000,175000,1801,126
24681,204500,2018,75000,1598,115
24682,225000,2012,340000,1801,126
24684,240000,2020,20000,1598,132
24685,35750,1996,220000,1581,75
24686,60250,2004,202000,998,60
24688,134990,2011,150000,1401,76
24689,145000,2020,18000,1368,95
24691,205000,2019,9100,1401,76
24692,290000,2020,10000,1597,125
24693,395750,2012,183000,1801,176
24694,406900,2017,105000,1598,120
24695,455000,2015,167000,1968,190
24696,50000,2000,90000,1581,96
24697,68500,1993,280000,1799,122
24698,68750,2001,307192,1389,90
24699,95000,2012,320000,1582,128
24700,97500,2012,160000,1461,75
24701,122000,2013,56000,1248,85
24702,126500,2013,161000,1461,90
24703,128000,2011,186000,1596,125
24704,138000,2014,160000,1461,110
24705,205000,2013,339000,1801,176
24706,21000,1989,45000,1581,80
24707,275000,2013,260000,1801,176
24708,349000,2015,67000,1462,109
24709,388500,2018,59000,1598,120
24710,67000,2004,232000,1389,90
24711,95750,2007,165000,1201,76
24712,98750,2015,210000,1201,76
24714,102500,2012,193000,1368,77
24716,124950,2010,147500,1401,101
24717,147500,2013,110000,1339,100
24718,172500,2014,119000,1401,101
24719,182500,2016,130000,1499,120
24721,198000,2009,161000,1390,125
24724,36750,1992,321113,2498,143
24725,424900,2016,105000,1598,136
24726,70900,2005,209000,1201,76
24727,107750,2011,118000,1398,70
24728,139000,2012,132600,1364,90
24729,145000,2010,227000,1390,122
24730,146000,2013,94200,1248,95
24731,150000,2017,110000,1248,95
24732,193900,2017,49500,1461,110
24733,197750,2007,282000,2148,150
24734,20000,1987,45545,1297,65
24735,215750,2015,54000,1598,125
24736,234500,2014,155000,1598,110
24737,53000,1998,270000,1998,115
24738,57000,1991,394000,1601,101
24740,132500,2012,180000,1201,76
24741,133000,2017,130000,1248,95
24743,215000,2020,6750,1200,76
24744,224900,2017,71142,1401,126
24745,225000,2018,62000,1461,110
24746,27500,1987,99000,1297,65
24747,29750,1994,230000,1598,90
24748,307000,2012,90000,1598,136
24749,310000,2015,86000,1598,110
24750,339500,2021,11200,1597,125
24751,498000,2018,33000,1598,136
24752,92000,2007,170000,1201,76
24753,104000,2006,193800,1590,110
24755,108750,2016,144000,1461,90
24756,110000,2006,254000,1994,165
24757,117000,2012,149000,1598,122
24758,125000,2008,210000,1560,109
24761,135900,2008,133000,1401,101
24762,142000,2011,70200,1198,80
24763,143000,2016,75000,898,90
24765,166000,2017,135000,1396,90
24766,177000,2018,44000,1201,76
24768,225500,2016,18000,1598,132
24769,259000,2019,10000,1598,115
24770,289000,2020,57000,1401,126
24771,301500,2016,86800,1598,110
24772,319000,2005,182000,5654,340
24773,32000,1995,83000,1500,70
24774,41750,1999,22080,1401,76
24775,419000,2016,19800,1401,151
24776,42000,1994,132000,1581,83
24777,42000,1994,245000,1597,90
24778,42222,2005,218000,989,58
24779,43750,2001,177000,1598,106
24780,47000,2000,149000,1298,69
24781,47500,2005,130000,1405,70
24782,58000,2008,180000,1597,112
24783,64500,2004,257000,1398,93
24784,66000,2005,330000,1401,76
24785,72500,1994,310000,1997,136
24787,77900,2006,231000,1584,98
24788,81500,2008,144000,1401,101
24790,92300,2010,199500,1598,113
24791,96000,2014,161500,1201,76
24792,114500,2007,144000,1596,125
24793,115750,2011,72000,1401,101
24794,117500,2012,206000,1560,93
24795,12345,2012,126000,1461,70
24796,134000,2008,103000,1401,101
24798,159000,2012,57800,1339,100
24799,175000,2015,160000,1401,76
24800,204500,2018,75000,1598,115
24801,204500,2018,75000,1598,115
24803,257750,2015,82000,1598,110
24804,26750,2000,106000,796,45
24805,33000,2000,203000,1499,77
24806,35000,1990,260000,1401,76
24807,35750,1996,220000,1581,75
24808,355000,2015,135000,1601,201
24809,390000,2014,82000,1801,176
24810,49000,1996,325000,1998,136
24811,52250,1993,1111,1581,83
24812,54500,1998,273000,1598,120
24813,62750,2003,211000,1497,90
24814,69000,1995,446000,1998,136
24815,90900,2010,186700,1396,105
24816,92000,2012,175000,1248,75
24820,115000,2008,105000,1595,102
24821,144000,2011,146000,1595,125
24823,174500,2017,122500,1461,90
24824,215900,2020,7500,1461,115
24825,220000,2011,350000,1995,184
24827,315000,2016,126000,1598,120
24828,36000,1993,290000,1581,75
24829,368900,2017,62000,1461,109
24830,74500,2008,208000,1388,80
24831,79000,2009,100500,1399,97
24832,101000,2011,215000,1595,125
24833,143900,2012,148500,1201,76
24835,152000,2020,22000,1368,95
24836,211800,2015,88000,1200,101
24837,318000,2013,92000,1598,170
24838,33900,1998,120000,1581,80
24839,386900,2018,96000,1461,109
24841,75000,2006,340000,1801,126
24842,75500,2004,280000,1598,115
24843,80000,2004,140000,1298,87
24844,86000,2005,226911,1595,102
24845,134999,2016,117000,1596,105
24846,161750,2019,69000,1201,76
24847,175000,2013,92000,1364,90
24848,252000,2015,90000,1201,151
24849,26500,1992,91600,1581,83
24850,274900,2010,174000,1801,176
24851,297900,2021,0,1401,101
24852,333900,2015,106000,1401,101
24855,79500,2010,157000,1390,75
24856,85000,2011,227000,1493,110
24857,92500,2008,172000,1598,115
24858,101000,2004,236000,1401,101
24859,105000,2015,205000,1461,90
24860,124000,2013,133000,1598,115
24861,132900,2013,117000,1401,101
24862,134750,2008,220000,1995,143
24863,158000,2021,0,1368,95
24864,180000,2015,155000,1499,120
24865,191800,2013,99000,1390,160
24866,197900,2006,280000,2967,233
24868,75900,2001,55000,1401,76
24869,80000,2000,188000,1398,97
24870,90000,2005,114000,1341,82
24872,135000,2011,98000,1595,125
24873,148000,2015,158000,1461,90
24874,173750,2013,85000,1598,132
24875,195000,2013,74800,1197,105
24876,378900,2015,53000,1598,136
24877,43500,1997,284000,1948,139
24878,45000,1999,350000,1581,83
24879,465000,2015,138200,1801,176
24880,70000,2006,222000,1201,51
24882,875000,2016,38000,1968,190
24884,116000,2016,139000,1401,51
24885,165500,2011,221197,1956,190
24886,228900,2020,0,1201,101
24887,255000,2012,118500,1401,151
24888,30999,1994,150000,1581,83
24889,313900,2017,42000,1598,120
24890,375000,2014,94250,1401,151
24891,53000,1997,400000,1396,90
24892,65000,2000,188000,1870,98
24893,665900,2020,38000,1801,176
24894,70000,2001,250000,1596,100
24895,88500,2005,250000,1401,101
24896,89000,2017,480000,1248,95
24897,102000,2007,240000,1968,140
24898,108000,2015,174000,1248,95
24899,115000,2001,320000,2979,231
24900,121750,2009,168000,1365,90
24901,135900,2011,183000,1560,110
24902,149000,2014,147000,1396,90
24903,162500,2015,145000,1461,110
24904,182000,2020,20604,1499,102
24905,205000,2019,9100,1401,76
24907,299999,2020,2950,1401,101
24909,39900,1995,125000,1581,83
24910,1580000,2020,780,1984,245
24911,111500,2009,232000,1242,69
24912,117900,2011,217000,1397,100
24913,135500,2012,190000,1595,125
24914,138000,2014,160000,1461,110
24915,156750,2017,33000,1398,90
24917,185000,2002,475000,4966,307
24918,269000,2004,239000,2979,231
24919,35000,1990,100000,1581,83
24920,74900,2009,140000,1401,101
24921,82750,2008,320000,1461,100
24922,87500,2000,300000,1596,100
24923,107900,2005,292000,1590,110
24924,124000,2006,215000,1598,115
24925,128750,2012,190000,1364,90
24926,180000,2018,99000,1461,90
24927,180000,2017,110000,1598,115
24928,187000,2017,28000,1598,110
24929,193900,2017,49500,1461,110
24930,302500,2018,47263,1401,101
24933,590000,2008,246000,2501,226
24934,81250,2011,130000,1248,78
24935,81950,2005,235000,1801,126
24936,103900,2005,269000,1590,110
24937,115000,2011,290000,1560,90
24938,137750,2012,140000,1364,90
24939,161000,2019,43000,1201,76
24940,215900,2020,7500,1461,115
24941,347000,2013,86000,1401,126
24942,430250,2017,117000,1968,190
24943,47500,1997,11111,1581,83
24944,48750,2003,388000,1686,75
24945,63500,2003,238000,1401,101
24946,66500,1986,414000,2001,76
24947,78000,2006,280000,1599,107
24948,97000,2001,240000,1801,126
24949,102750,2009,49000,1201,76
24950,109900,2011,159000,1398,70
24951,113500,2010,55000,1399,94
24952,116500,2011,42700,996,69
24953,124500,2010,210000,1364,90
24954,132000,2014,81000,1198,80
24956,145000,2020,18000,1368,95
24957,149000,2006,137500,1598,115
24958,197900,2002,339000,3600,272
24959,199750,2012,196257,1598,105
24960,205000,2015,44000,1598,110
24961,227900,2020,0,1200,76
24962,265000,2013,181000,1801,151
24963,268500,2020,39000,1498,150
24964,33000,2007,190000,1401,51
24965,35000,1995,250000,1581,80
24966,406900,2017,105000,1598,120
24967,45000,1996,217000,1596,103
24968,48000,1999,40000,1397,72
24969,49750,2004,179000,1390,75
24970,62000,2006,245000,1398,71
24972,875500,2020,14000,1401,151
24973,93000,2003,250000,1999,141
24974,95000,2012,320000,1582,128
24975,97500,2012,160000,1461,75
24976,117000,2009,222000,1201,76
24977,132000,2007,153000,1498,95
24979,137750,2016,125000,1461,110
24980,154900,2018,51000,1248,95
24981,248000,2013,203000,1801,126
24982,27500,1995,1111,1581,83
24983,49750,2000,260000,1332,86
24984,55000,1996,350000,1998,115
24986,75000,2005,314000,1599,107
24988,89000,1995,298950,1801,126
24989,105000,2008,271000,1598,105
24991,167500,2012,168000,1595,125
24992,185250,2017,138000,1461,110
24993,262500,2016,50000,1395,125
24994,275000,2012,217000,1801,176
24995,36500,1996,158000,1601,101
24996,36750,1991,92000,1581,83
24998,55000,2001,280000,1998,150
24999,695000,2017,32000,1984,252
25000,78900,2013,250000,1248,95
25001,79500,2010,157000,1390,75
25003,160000,2016,161000,1198,130
25004,162900,2008,315000,1968,136
25005,195900,2018,25000,1598,132
25006,220000,2015,49000,1401,101
25007,260000,2017,69000,1201,101
25008,30500,1992,185000,1390,83
25009,369000,2012,196000,2001,201
25011,420000,2015,96000,1499,136
25012,65000,2006,211000,1598,100
25013,87000,2009,200000,1493,110
25014,92500,2015,250000,1201,76
25015,109000,2010,170000,1596,100
25016,117750,2015,215000,1396,90
25017,119900,2012,230000,1401,76
25019,169750,2012,141000,1598,105
25020,208000,2013,164000,1598,170
25021,315000,2013,175000,1401,151
25022,34000,1993,189000,1397,72
25023,346900,2016,110000,1401,151
25024,37000,1996,75000,1581,83
25025,659900,2012,205000,2967,245
25026,69900,1999,365000,1598,110
25027,78900,2013,254000,1248,95
25028,108000,1996,540000,1801,126
25029,143900,2013,68000,1401,101
25030,213750,2017,150000,1461,110
25031,279750,2017,33000,1395,125
25033,40000,2001,16750,1401,76
25034,60000,2000,198000,1390,75
25035,609900,2016,97000,1968,190
25036,69900,2000,257000,1598,110
25037,70000,2010,245000,1401,101
25038,75000,2001,381000,1401,101
25039,85500,2005,235000,1598,100
25040,92500,2014,140000,1201,76
25042,105900,2005,180000,1596,100
25043,121000,2013,155000,1461,90
25044,138950,2016,156000,1582,136
25045,159900,2019,71960,1461,75
25047,258500,2018,18000,1401,101
25048,287500,2012,170000,1796,156
25049,327000,2014,199000,1801,176
25050,348000,2020,0,1496,122
25051,359750,2016,17000,1598,120
25052,45000,1994,129000,1581,83
25053,63900,1999,279000,1598,110
25054,123900,2007,123000,1598,110
25055,136000,2013,130000,1596,105
25056,143000,2001,334000,1998,163
25057,175000,2015,151000,1401,101
25058,242500,2017,77460,1401,101
25059,26750,1993,209000,1581,80
25060,262000,2017,109000,1598,136
25061,326500,2014,140000,1401,151
25062,345000,2016,172000,1968,190
25063,60000,1998,125000,999,54
25064,64500,2014,650000,1201,76
25065,72000,2005,199000,1390,98
25066,77999,2007,135555,1390,75
25067,105000,2011,71000,1390,75
25068,137750,2018,79990,1461,90
25069,148750,2009,106000,1498,95
25070,162000,2011,160000,1596,160
25071,179750,2012,18000,1595,125
25072,212500,2013,166483,1598,136
25073,222500,2017,119000,1598,136
25074,224000,2014,106000,1401,101
25075,228500,2013,100000,1598,105
25076,38500,2001,150000,1581,83
25077,65750,2002,220000,1201,76
25078,87900,2001,196000,1598,110
25079,89900,2011,118000,1399,97
25080,119950,2015,187750,1401,51
25081,134900,2008,205000,1595,125
25082,137500,2013,198000,1591,132
25083,146000,2011,117000,1598,115
25084,172700,2017,87900,1461,90
25085,239000,2012,173000,1801,126
25086,243000,2014,87000,1401,101
25087,30000,1995,99999,1581,75
25088,318750,2013,166500,1801,176
25089,34750,2000,155000,1581,96
25090,475000,2016,77000,1401,151
25091,82500,2007,350000,1461,100
25093,127000,2011,140000,1461,85
25094,128500,2008,130000,1596,100
25095,129900,2007,190000,1595,125
25096,158950,2016,27000,1368,100
25097,232000,2017,216000,1598,120
25098,25650,2001,195000,1581,83
25099,269500,2014,165000,1401,76
25100,293000,2019,44500,1601,101
25101,294900,2016,95000,1401,151
25102,32750,1984,17000,1397,72
25103,40000,2000,166000,1372,71
25104,475000,2014,120000,1401,151
25105,49750,2001,313000,1389,60
25106,112000,2011,83000,1198,80
25107,116000,2014,137500,1401,51
25108,122000,2013,56000,1248,85
25109,126500,2013,161000,1461,90
25110,128500,2011,110400,1598,124
25111,131750,2015,93000,1461,90
25112,147000,2007,165000,1910,150
25113,158500,2015,104000,1598,125
25114,178500,2015,135000,1598,110
25115,179750,2020,6200,1368,100
25116,185500,2015,59000,1364,140
25117,191500,2017,113000,1598,115
25118,202500,2012,236000,1801,151
25119,22000,1989,290000,1581,80
25120,235000,2012,57000,1401,176
25121,252000,2011,171000,1801,126
25123,353000,2012,54000,1595,156
25124,38500,1998,50000,1397,72
25125,388500,2018,59000,1598,120
25127,460000,2017,92000,1801,176
25128,599500,2020,10,1801,151
25130,84500,2006,293000,1201,76
25131,94500,2008,148000,1201,76
25132,98750,2015,210000,1201,76
25133,105500,2015,150000,1201,76
25134,116000,2011,112000,1461,85
25135,117900,2010,275000,1595,125
25136,133000,2014,225626,1461,90
25137,169850,2015,11000,1201,76
25138,175000,2011,130000,1201,101
25139,243000,2019,116000,1401,101
25140,244900,2018,60000,1598,136
25141,282500,2008,160000,1995,170
25142,49750,2001,48000,1581,83
25143,600000,2016,139000,1968,190
25144,658000,2020,0,1401,176
